;0;1;2;3;4
246;-1.0;0.99;0.99;0.32;-0.3
247;-1.0;0.99;0.99;0.65;-0.63
248;-1.0;0.99;0.99;0.98;-0.96
249;-1.0;0.99;1.32;-1.0;0.69
250;-1.0;0.99;1.32;-0.67;0.36
251;-1.0;0.99;1.32;-0.34;0.03
252;-1.0;0.99;1.32;-0.01;-0.3
253;-1.0;0.99;1.32;0.32;-0.63
254;-1.0;0.99;1.32;0.65;-0.96
255;-1.0;0.99;1.6500000000000001;-1.0;0.36
256;-1.0;0.99;1.6500000000000001;-0.67;0.03
257;-1.0;0.99;1.6500000000000001;-0.34;-0.3
258;-1.0;0.99;1.6500000000000001;-0.01;-0.63
259;-1.0;0.99;1.6500000000000001;0.32;-0.96
260;-1.0;0.99;1.9800000000000002;-1.0;0.03
261;-1.0;0.99;1.9800000000000002;-0.67;-0.3
262;-1.0;0.99;1.9800000000000002;-0.34;-0.63
263;-1.0;0.99;1.9800000000000002;-0.01;-0.96
264;-1.0;1.32;-1.0;-0.32;2.0
265;-1.0;1.32;-1.0;0.01;1.67
266;-1.0;1.32;-1.0;0.34;1.34
267;-1.0;1.32;-1.0;0.67;1.01
268;-1.0;1.32;-1.0;1.0;0.68
269;-1.0;1.32;-1.0;1.33;0.35
270;-1.0;1.32;-1.0;1.66;0.02
271;-1.0;1.32;-1.0;1.99;-0.31
272;-1.0;1.32;-0.6699999999999999;-0.65;2.0
273;-1.0;1.32;-0.6699999999999999;-0.32;1.67
274;-1.0;1.32;-0.6699999999999999;0.01;1.34
275;-1.0;1.32;-0.6699999999999999;0.34;1.01
276;-1.0;1.32;-0.6699999999999999;0.67;0.68
277;-1.0;1.32;-0.6699999999999999;1.0;0.35
278;-1.0;1.32;-0.6699999999999999;1.33;0.02
279;-1.0;1.32;-0.6699999999999999;1.66;-0.31
280;-1.0;1.32;-0.6699999999999999;1.99;-0.64
281;-1.0;1.32;-0.33999999999999997;-0.98;2.0
282;-1.0;1.32;-0.33999999999999997;-0.65;1.67
283;-1.0;1.32;-0.33999999999999997;-0.32;1.34
284;-1.0;1.32;-0.33999999999999997;0.01;1.01
285;-1.0;1.32;-0.33999999999999997;0.34;0.68
286;-1.0;1.32;-0.33999999999999997;0.67;0.35
287;-1.0;1.32;-0.33999999999999997;1.0;0.02
288;-1.0;1.32;-0.33999999999999997;1.33;-0.31
289;-1.0;1.32;-0.33999999999999997;1.66;-0.64
290;-1.0;1.32;-0.33999999999999997;1.99;-0.97
291;-1.0;1.32;-0.010000000000000009;-1.0;1.69
292;-1.0;1.32;-0.010000000000000009;-0.67;1.36
293;-1.0;1.32;-0.010000000000000009;-0.34;1.03
294;-1.0;1.32;-0.010000000000000009;-0.01;0.7
295;-1.0;1.32;-0.010000000000000009;0.32;0.37
296;-1.0;1.32;-0.010000000000000009;0.65;0.04
297;-1.0;1.32;-0.010000000000000009;0.98;-0.29
298;-1.0;1.32;-0.010000000000000009;1.31;-0.62
299;-1.0;1.32;-0.010000000000000009;1.64;-0.95
300;-1.0;1.32;0.32000000000000006;-1.0;1.36
301;-1.0;1.32;0.32000000000000006;-0.67;1.03
302;-1.0;1.32;0.32000000000000006;-0.34;0.7
303;-1.0;1.32;0.32000000000000006;-0.01;0.37
304;-1.0;1.32;0.32000000000000006;0.32;0.04
305;-1.0;1.32;0.32000000000000006;0.65;-0.29
306;-1.0;1.32;0.32000000000000006;0.98;-0.62
307;-1.0;1.32;0.32000000000000006;1.31;-0.95
308;-1.0;1.32;0.6500000000000001;-1.0;1.03
309;-1.0;1.32;0.6500000000000001;-0.67;0.7
310;-1.0;1.32;0.6500000000000001;-0.34;0.37
311;-1.0;1.32;0.6500000000000001;-0.01;0.04
312;-1.0;1.32;0.6500000000000001;0.32;-0.29
313;-1.0;1.32;0.6500000000000001;0.65;-0.62
314;-1.0;1.32;0.6500000000000001;0.98;-0.95
315;-1.0;1.32;0.98;-1.0;0.7
316;-1.0;1.32;0.98;-0.67;0.37
317;-1.0;1.32;0.98;-0.34;0.04
318;-1.0;1.32;0.98;-0.01;-0.29
319;-1.0;1.32;0.98;0.32;-0.62
320;-1.0;1.32;0.98;0.65;-0.95
321;-1.0;1.32;1.31;-1.0;0.37
322;-1.0;1.32;1.31;-0.67;0.04
323;-1.0;1.32;1.31;-0.34;-0.29
324;-1.0;1.32;1.31;-0.01;-0.62
325;-1.0;1.32;1.31;0.32;-0.95
326;-1.0;1.32;1.6400000000000001;-1.0;0.04
327;-1.0;1.32;1.6400000000000001;-0.67;-0.29
328;-1.0;1.32;1.6400000000000001;-0.34;-0.62
329;-1.0;1.32;1.6400000000000001;-0.01;-0.95
330;-1.0;1.6500000000000001;-1.0;-0.65;2.0
331;-1.0;1.6500000000000001;-1.0;-0.32;1.67
332;-1.0;1.6500000000000001;-1.0;0.01;1.34
333;-1.0;1.6500000000000001;-1.0;0.34;1.01
334;-1.0;1.6500000000000001;-1.0;0.67;0.68
335;-1.0;1.6500000000000001;-1.0;1.0;0.35
336;-1.0;1.6500000000000001;-1.0;1.33;0.02
337;-1.0;1.6500000000000001;-1.0;1.66;-0.31
338;-1.0;1.6500000000000001;-1.0;1.99;-0.64
339;-1.0;1.6500000000000001;-0.6699999999999999;-0.98;2.0
340;-1.0;1.6500000000000001;-0.6699999999999999;-0.65;1.67
341;-1.0;1.6500000000000001;-0.6699999999999999;-0.32;1.34
342;-1.0;1.6500000000000001;-0.6699999999999999;0.01;1.01
343;-1.0;1.6500000000000001;-0.6699999999999999;0.34;0.68
344;-1.0;1.6500000000000001;-0.6699999999999999;0.67;0.35
345;-1.0;1.6500000000000001;-0.6699999999999999;1.0;0.02
346;-1.0;1.6500000000000001;-0.6699999999999999;1.33;-0.31
347;-1.0;1.6500000000000001;-0.6699999999999999;1.66;-0.64
348;-1.0;1.6500000000000001;-0.6699999999999999;1.99;-0.97
349;-1.0;1.6500000000000001;-0.33999999999999997;-1.0;1.69
350;-1.0;1.6500000000000001;-0.33999999999999997;-0.67;1.36
351;-1.0;1.6500000000000001;-0.33999999999999997;-0.34;1.03
352;-1.0;1.6500000000000001;-0.33999999999999997;-0.01;0.7
353;-1.0;1.6500000000000001;-0.33999999999999997;0.32;0.37
354;-1.0;1.6500000000000001;-0.33999999999999997;0.65;0.04
355;-1.0;1.6500000000000001;-0.33999999999999997;0.98;-0.29
356;-1.0;1.6500000000000001;-0.33999999999999997;1.31;-0.62
357;-1.0;1.6500000000000001;-0.33999999999999997;1.64;-0.95
358;-1.0;1.6500000000000001;-0.010000000000000009;-1.0;1.36
359;-1.0;1.6500000000000001;-0.010000000000000009;-0.67;1.03
360;-1.0;1.6500000000000001;-0.010000000000000009;-0.34;0.7
361;-1.0;1.6500000000000001;-0.010000000000000009;-0.01;0.37
362;-1.0;1.6500000000000001;-0.010000000000000009;0.32;0.04
363;-1.0;1.6500000000000001;-0.010000000000000009;0.65;-0.29
364;-1.0;1.6500000000000001;-0.010000000000000009;0.98;-0.62
365;-1.0;1.6500000000000001;-0.010000000000000009;1.31;-0.95
366;-1.0;1.6500000000000001;0.32000000000000006;-1.0;1.03
367;-1.0;1.6500000000000001;0.32000000000000006;-0.67;0.7
368;-1.0;1.6500000000000001;0.32000000000000006;-0.34;0.37
369;-1.0;1.6500000000000001;0.32000000000000006;-0.01;0.04
370;-1.0;1.6500000000000001;0.32000000000000006;0.32;-0.29
371;-1.0;1.6500000000000001;0.32000000000000006;0.65;-0.62
372;-1.0;1.6500000000000001;0.32000000000000006;0.98;-0.95
373;-1.0;1.6500000000000001;0.6500000000000001;-1.0;0.7
374;-1.0;1.6500000000000001;0.6500000000000001;-0.67;0.37
375;-1.0;1.6500000000000001;0.6500000000000001;-0.34;0.04
376;-1.0;1.6500000000000001;0.6500000000000001;-0.01;-0.29
377;-1.0;1.6500000000000001;0.6500000000000001;0.32;-0.62
378;-1.0;1.6500000000000001;0.6500000000000001;0.65;-0.95
379;-1.0;1.6500000000000001;0.98;-1.0;0.37
380;-1.0;1.6500000000000001;0.98;-0.67;0.04
381;-1.0;1.6500000000000001;0.98;-0.34;-0.29
382;-1.0;1.6500000000000001;0.98;-0.01;-0.62
383;-1.0;1.6500000000000001;0.98;0.32;-0.95
384;-1.0;1.6500000000000001;1.31;-1.0;0.04
385;-1.0;1.6500000000000001;1.31;-0.67;-0.29
386;-1.0;1.6500000000000001;1.31;-0.34;-0.62
387;-1.0;1.6500000000000001;1.31;-0.01;-0.95
388;-1.0;1.98;-1.0;-0.98;2.0
389;-1.0;1.98;-1.0;-0.65;1.67
390;-1.0;1.98;-1.0;-0.32;1.34
391;-1.0;1.98;-1.0;0.01;1.01
392;-1.0;1.98;-1.0;0.34;0.68
393;-1.0;1.98;-1.0;0.67;0.35
394;-1.0;1.98;-1.0;1.0;0.02
395;-1.0;1.98;-1.0;1.33;-0.31
396;-1.0;1.98;-1.0;1.66;-0.64
397;-1.0;1.98;-1.0;1.99;-0.97
398;-1.0;1.98;-0.6699999999999999;-1.0;1.69
399;-1.0;1.98;-0.6699999999999999;-0.67;1.36
400;-1.0;1.98;-0.6699999999999999;-0.34;1.03
401;-1.0;1.98;-0.6699999999999999;-0.01;0.7
402;-1.0;1.98;-0.6699999999999999;0.32;0.37
403;-1.0;1.98;-0.6699999999999999;0.65;0.04
404;-1.0;1.98;-0.6699999999999999;0.98;-0.29
405;-1.0;1.98;-0.6699999999999999;1.31;-0.62
406;-1.0;1.98;-0.6699999999999999;1.64;-0.95
407;-1.0;1.98;-0.33999999999999997;-1.0;1.36
408;-1.0;1.98;-0.33999999999999997;-0.67;1.03
409;-1.0;1.98;-0.33999999999999997;-0.34;0.7
410;-1.0;1.98;-0.33999999999999997;-0.01;0.37
411;-1.0;1.98;-0.33999999999999997;0.32;0.04
412;-1.0;1.98;-0.33999999999999997;0.65;-0.29
413;-1.0;1.98;-0.33999999999999997;0.98;-0.62
414;-1.0;1.98;-0.33999999999999997;1.31;-0.95
415;-1.0;1.98;-0.010000000000000009;-1.0;1.03
416;-1.0;1.98;-0.010000000000000009;-0.67;0.7
417;-1.0;1.98;-0.010000000000000009;-0.34;0.37
418;-1.0;1.98;-0.010000000000000009;-0.01;0.04
419;-1.0;1.98;-0.010000000000000009;0.32;-0.29
420;-1.0;1.98;-0.010000000000000009;0.65;-0.62
421;-1.0;1.98;-0.010000000000000009;0.98;-0.95
422;-1.0;1.98;0.32000000000000006;-1.0;0.7
423;-1.0;1.98;0.32000000000000006;-0.67;0.37
424;-1.0;1.98;0.32000000000000006;-0.34;0.04
425;-1.0;1.98;0.32000000000000006;-0.01;-0.29
426;-1.0;1.98;0.32000000000000006;0.32;-0.62
427;-1.0;1.98;0.32000000000000006;0.65;-0.95
428;-1.0;1.98;0.6500000000000001;-1.0;0.37
429;-1.0;1.98;0.6500000000000001;-0.67;0.04
430;-1.0;1.98;0.6500000000000001;-0.34;-0.29
431;-1.0;1.98;0.6500000000000001;-0.01;-0.62
432;-1.0;1.98;0.6500000000000001;0.32;-0.95
433;-1.0;1.98;0.98;-1.0;0.04
434;-1.0;1.98;0.98;-0.67;-0.29
435;-1.0;1.98;0.98;-0.34;-0.62
436;-1.0;1.98;0.98;-0.01;-0.95
437;-0.6699999999999999;-0.33000000000000007;0.0;-0.0;2.0
438;-0.6699999999999999;-0.33000000000000007;0.0;0.33;1.67
439;-0.6699999999999999;-0.33000000000000007;0.0;0.66;1.34
440;-0.6699999999999999;-0.33000000000000007;0.0;0.99;1.01
441;-0.6699999999999999;-0.33000000000000007;0.0;1.32;0.68
442;-0.6699999999999999;-0.33000000000000007;0.0;1.65;0.35
443;-0.6699999999999999;-0.33000000000000007;0.0;1.98;0.02
444;-0.6699999999999999;-0.33000000000000007;0.33;-0.33;2.0
445;-0.6699999999999999;-0.33000000000000007;0.33;-0.0;1.67
446;-0.6699999999999999;-0.33000000000000007;0.33;0.33;1.34
447;-0.6699999999999999;-0.33000000000000007;0.33;0.66;1.01
448;-0.6699999999999999;-0.33000000000000007;0.33;0.99;0.68
449;-0.6699999999999999;-0.33000000000000007;0.33;1.32;0.35
450;-0.6699999999999999;-0.33000000000000007;0.33;1.65;0.02
451;-0.6699999999999999;-0.33000000000000007;0.33;1.98;-0.31
452;-0.6699999999999999;-0.33000000000000007;0.66;-0.66;2.0
453;-0.6699999999999999;-0.33000000000000007;0.66;-0.33;1.67
454;-0.6699999999999999;-0.33000000000000007;0.66;0.0;1.34
455;-0.6699999999999999;-0.33000000000000007;0.66;0.33;1.01
456;-0.6699999999999999;-0.33000000000000007;0.66;0.66;0.68
457;-0.6699999999999999;-0.33000000000000007;0.66;0.99;0.35
458;-0.6699999999999999;-0.33000000000000007;0.66;1.32;0.02
459;-0.6699999999999999;-0.33000000000000007;0.66;1.65;-0.31
460;-0.6699999999999999;-0.33000000000000007;0.66;1.98;-0.64
461;-0.6699999999999999;-0.33000000000000007;0.99;-0.99;2.0
462;-0.6699999999999999;-0.33000000000000007;0.99;-0.66;1.67
463;-0.6699999999999999;-0.33000000000000007;0.99;-0.33;1.34
464;-0.6699999999999999;-0.33000000000000007;0.99;0.0;1.01
465;-0.6699999999999999;-0.33000000000000007;0.99;0.33;0.68
466;-0.6699999999999999;-0.33000000000000007;0.99;0.66;0.35
467;-0.6699999999999999;-0.33000000000000007;0.99;0.99;0.02
468;-0.6699999999999999;-0.33000000000000007;0.99;1.32;-0.31
469;-0.6699999999999999;-0.33000000000000007;0.99;1.65;-0.64
470;-0.6699999999999999;-0.33000000000000007;0.99;1.98;-0.97
471;-0.6699999999999999;-0.33000000000000007;1.32;-1.0;1.68
472;-0.6699999999999999;-0.33000000000000007;1.32;-0.67;1.35
473;-0.6699999999999999;-0.33000000000000007;1.32;-0.34;1.02
474;-0.6699999999999999;-0.33000000000000007;1.32;-0.01;0.69
475;-0.6699999999999999;-0.33000000000000007;1.32;0.32;0.36
476;-0.6699999999999999;-0.33000000000000007;1.32;0.65;0.03
477;-0.6699999999999999;-0.33000000000000007;1.32;0.98;-0.3
478;-0.6699999999999999;-0.33000000000000007;1.32;1.31;-0.63
479;-0.6699999999999999;-0.33000000000000007;1.32;1.64;-0.96
480;-0.6699999999999999;-0.33000000000000007;1.6500000000000001;-1.0;1.35
481;-0.6699999999999999;-0.33000000000000007;1.6500000000000001;-0.67;1.02
482;-0.6699999999999999;-0.33000000000000007;1.6500000000000001;-0.34;0.69
483;-0.6699999999999999;-0.33000000000000007;1.6500000000000001;-0.01;0.36
484;-0.6699999999999999;-0.33000000000000007;1.6500000000000001;0.32;0.03
485;-0.6699999999999999;-0.33000000000000007;1.6500000000000001;0.65;-0.3
486;-0.6699999999999999;-0.33000000000000007;1.6500000000000001;0.98;-0.63
487;-0.6699999999999999;-0.33000000000000007;1.6500000000000001;1.31;-0.96
488;-0.6699999999999999;-0.33000000000000007;1.98;-1.0;1.02
489;-0.6699999999999999;-0.33000000000000007;1.98;-0.67;0.69
490;-0.6699999999999999;-0.33000000000000007;1.98;-0.34;0.36
491;-0.6699999999999999;-0.33000000000000007;1.98;-0.01;0.03
