;0;1;2
355;-0.6499999999999999;2.0;-0.35
356;-0.6;-0.4;2.0
357;-0.6;-0.35;1.95
358;-0.6;-0.3;1.9
359;-0.6;-0.25;1.85
360;-0.6;-0.2;1.8
361;-0.6;-0.15;1.75
362;-0.6;-0.1;1.7
363;-0.6;-0.05;1.65
364;-0.6;0.0;1.6
365;-0.6;0.05;1.55
366;-0.6;0.1;1.5
367;-0.6;0.15;1.45
368;-0.6;0.2;1.4
369;-0.6;0.25;1.35
370;-0.6;0.3;1.3
371;-0.6;0.35;1.25
372;-0.6;0.4;1.2
373;-0.6;0.45;1.15
374;-0.6;0.5;1.1
375;-0.6;0.55;1.05
376;-0.6;0.6;1.0
377;-0.6;0.65;0.95
378;-0.6;0.7;0.9
379;-0.6;0.75;0.85
380;-0.6;0.8;0.8
381;-0.6;0.85;0.75
382;-0.6;0.9;0.7
383;-0.6;0.95;0.65
384;-0.6;1.0;0.6
385;-0.6;1.05;0.55
386;-0.6;1.1;0.5
387;-0.6;1.15;0.45
388;-0.6;1.2;0.4
389;-0.6;1.25;0.35
390;-0.6;1.3;0.3
391;-0.6;1.35;0.25
392;-0.6;1.4;0.2
393;-0.6;1.45;0.15
394;-0.6;1.5;0.1
395;-0.6;1.55;0.05
396;-0.6;1.6;0.0
397;-0.6;1.65;-0.05
398;-0.6;1.7;-0.1
399;-0.6;1.75;-0.15
400;-0.6;1.8;-0.2
401;-0.6;1.85;-0.25
402;-0.6;1.9;-0.3
403;-0.6;1.95;-0.35
404;-0.6;2.0;-0.4
405;-0.55;-0.45;2.0
406;-0.55;-0.4;1.95
407;-0.55;-0.35;1.9
408;-0.55;-0.3;1.85
409;-0.55;-0.25;1.8
410;-0.55;-0.2;1.75
411;-0.55;-0.15;1.7
412;-0.55;-0.1;1.65
413;-0.55;-0.05;1.6
414;-0.55;0.0;1.55
415;-0.55;0.05;1.5
416;-0.55;0.1;1.45
417;-0.55;0.15;1.4
418;-0.55;0.2;1.35
419;-0.55;0.25;1.3
420;-0.55;0.3;1.25
421;-0.55;0.35;1.2
422;-0.55;0.4;1.15
423;-0.55;0.45;1.1
424;-0.55;0.5;1.05
425;-0.55;0.55;1.0
426;-0.55;0.6;0.95
427;-0.55;0.65;0.9
428;-0.55;0.7;0.85
429;-0.55;0.75;0.8
430;-0.55;0.8;0.75
431;-0.55;0.85;0.7
432;-0.55;0.9;0.65
433;-0.55;0.95;0.6
434;-0.55;1.0;0.55
435;-0.55;1.05;0.5
436;-0.55;1.1;0.45
437;-0.55;1.15;0.4
438;-0.55;1.2;0.35
439;-0.55;1.25;0.3
440;-0.55;1.3;0.25
441;-0.55;1.35;0.2
442;-0.55;1.4;0.15
443;-0.55;1.45;0.1
444;-0.55;1.5;0.05
445;-0.55;1.55;0.0
446;-0.55;1.6;-0.05
447;-0.55;1.65;-0.1
448;-0.55;1.7;-0.15
449;-0.55;1.75;-0.2
450;-0.55;1.8;-0.25
451;-0.55;1.85;-0.3
452;-0.55;1.9;-0.35
453;-0.55;1.95;-0.4
454;-0.55;2.0;-0.45
455;-0.5;-0.5;2.0
456;-0.5;-0.45;1.95
457;-0.5;-0.4;1.9
458;-0.5;-0.35;1.85
459;-0.5;-0.3;1.8
460;-0.5;-0.25;1.75
461;-0.5;-0.2;1.7
462;-0.5;-0.15;1.65
463;-0.5;-0.1;1.6
464;-0.5;-0.05;1.55
465;-0.5;0.0;1.5
466;-0.5;0.05;1.45
467;-0.5;0.1;1.4
468;-0.5;0.15;1.35
469;-0.5;0.2;1.3
470;-0.5;0.25;1.25
471;-0.5;0.3;1.2
472;-0.5;0.35;1.15
473;-0.5;0.4;1.1
474;-0.5;0.45;1.05
475;-0.5;0.5;1.0
476;-0.5;0.55;0.95
477;-0.5;0.6;0.9
478;-0.5;0.65;0.85
479;-0.5;0.7;0.8
480;-0.5;0.75;0.75
481;-0.5;0.8;0.7
482;-0.5;0.85;0.65
483;-0.5;0.9;0.6
484;-0.5;0.95;0.55
485;-0.5;1.0;0.5
486;-0.5;1.05;0.45
487;-0.5;1.1;0.4
488;-0.5;1.15;0.35
489;-0.5;1.2;0.3
490;-0.5;1.25;0.25
491;-0.5;1.3;0.2
492;-0.5;1.35;0.15
493;-0.5;1.4;0.1
494;-0.5;1.45;0.05
495;-0.5;1.5;0.0
496;-0.5;1.55;-0.05
497;-0.5;1.6;-0.1
498;-0.5;1.65;-0.15
499;-0.5;1.7;-0.2
500;-0.5;1.75;-0.25
501;-0.5;1.8;-0.3
502;-0.5;1.85;-0.35
503;-0.5;1.9;-0.4
504;-0.5;1.95;-0.45
505;-0.5;2.0;-0.5
506;-0.44999999999999996;-0.55;2.0
507;-0.44999999999999996;-0.5;1.95
508;-0.44999999999999996;-0.45;1.9
509;-0.44999999999999996;-0.4;1.85
510;-0.44999999999999996;-0.35;1.8
511;-0.44999999999999996;-0.3;1.75
512;-0.44999999999999996;-0.25;1.7
513;-0.44999999999999996;-0.2;1.65
514;-0.44999999999999996;-0.15;1.6
515;-0.44999999999999996;-0.1;1.55
516;-0.44999999999999996;-0.05;1.5
517;-0.44999999999999996;0.0;1.45
518;-0.44999999999999996;0.05;1.4
519;-0.44999999999999996;0.1;1.35
520;-0.44999999999999996;0.15;1.3
521;-0.44999999999999996;0.2;1.25
522;-0.44999999999999996;0.25;1.2
523;-0.44999999999999996;0.3;1.15
524;-0.44999999999999996;0.35;1.1
525;-0.44999999999999996;0.4;1.05
526;-0.44999999999999996;0.45;1.0
527;-0.44999999999999996;0.5;0.95
528;-0.44999999999999996;0.55;0.9
529;-0.44999999999999996;0.6;0.85
530;-0.44999999999999996;0.65;0.8
531;-0.44999999999999996;0.7;0.75
532;-0.44999999999999996;0.75;0.7
533;-0.44999999999999996;0.8;0.65
534;-0.44999999999999996;0.85;0.6
535;-0.44999999999999996;0.9;0.55
536;-0.44999999999999996;0.95;0.5
537;-0.44999999999999996;1.0;0.45
538;-0.44999999999999996;1.05;0.4
539;-0.44999999999999996;1.1;0.35
540;-0.44999999999999996;1.15;0.3
541;-0.44999999999999996;1.2;0.25
542;-0.44999999999999996;1.25;0.2
543;-0.44999999999999996;1.3;0.15
544;-0.44999999999999996;1.35;0.1
545;-0.44999999999999996;1.4;0.05
546;-0.44999999999999996;1.45;0.0
547;-0.44999999999999996;1.5;-0.05
548;-0.44999999999999996;1.55;-0.1
549;-0.44999999999999996;1.6;-0.15
550;-0.44999999999999996;1.65;-0.2
551;-0.44999999999999996;1.7;-0.25
552;-0.44999999999999996;1.75;-0.3
553;-0.44999999999999996;1.8;-0.35
554;-0.44999999999999996;1.85;-0.4
555;-0.44999999999999996;1.9;-0.45
556;-0.44999999999999996;1.95;-0.5
557;-0.44999999999999996;2.0;-0.55
558;-0.3999999999999999;-0.6;2.0
559;-0.3999999999999999;-0.55;1.95
560;-0.3999999999999999;-0.5;1.9
561;-0.3999999999999999;-0.45;1.85
562;-0.3999999999999999;-0.4;1.8
563;-0.3999999999999999;-0.35;1.75
564;-0.3999999999999999;-0.3;1.7
565;-0.3999999999999999;-0.25;1.65
566;-0.3999999999999999;-0.2;1.6
567;-0.3999999999999999;-0.15;1.55
568;-0.3999999999999999;-0.1;1.5
569;-0.3999999999999999;-0.05;1.45
570;-0.3999999999999999;0.0;1.4
571;-0.3999999999999999;0.05;1.35
572;-0.3999999999999999;0.1;1.3
573;-0.3999999999999999;0.15;1.25
574;-0.3999999999999999;0.2;1.2
575;-0.3999999999999999;0.25;1.15
576;-0.3999999999999999;0.3;1.1
577;-0.3999999999999999;0.35;1.05
578;-0.3999999999999999;0.4;1.0
579;-0.3999999999999999;0.45;0.95
580;-0.3999999999999999;0.5;0.9
581;-0.3999999999999999;0.55;0.85
582;-0.3999999999999999;0.6;0.8
583;-0.3999999999999999;0.65;0.75
584;-0.3999999999999999;0.7;0.7
585;-0.3999999999999999;0.75;0.65
586;-0.3999999999999999;0.8;0.6
587;-0.3999999999999999;0.85;0.55
588;-0.3999999999999999;0.9;0.5
589;-0.3999999999999999;0.95;0.45
590;-0.3999999999999999;1.0;0.4
591;-0.3999999999999999;1.05;0.35
592;-0.3999999999999999;1.1;0.3
593;-0.3999999999999999;1.15;0.25
594;-0.3999999999999999;1.2;0.2
595;-0.3999999999999999;1.25;0.15
596;-0.3999999999999999;1.3;0.1
597;-0.3999999999999999;1.35;0.05
598;-0.3999999999999999;1.4;0.0
599;-0.3999999999999999;1.45;-0.05
600;-0.3999999999999999;1.5;-0.1
601;-0.3999999999999999;1.55;-0.15
602;-0.3999999999999999;1.6;-0.2
603;-0.3999999999999999;1.65;-0.25
604;-0.3999999999999999;1.7;-0.3
605;-0.3999999999999999;1.75;-0.35
606;-0.3999999999999999;1.8;-0.4
607;-0.3999999999999999;1.85;-0.45
608;-0.3999999999999999;1.9;-0.5
609;-0.3999999999999999;1.95;-0.55
610;-0.3999999999999999;2.0;-0.6
611;-0.35;-0.65;2.0
612;-0.35;-0.6;1.95
613;-0.35;-0.55;1.9
614;-0.35;-0.5;1.85
615;-0.35;-0.45;1.8
616;-0.35;-0.4;1.75
617;-0.35;-0.35;1.7
618;-0.35;-0.3;1.65
619;-0.35;-0.25;1.6
620;-0.35;-0.2;1.55
621;-0.35;-0.15;1.5
622;-0.35;-0.1;1.45
623;-0.35;-0.05;1.4
624;-0.35;0.0;1.35
625;-0.35;0.05;1.3
626;-0.35;0.1;1.25
627;-0.35;0.15;1.2
628;-0.35;0.2;1.15
629;-0.35;0.25;1.1
630;-0.35;0.3;1.05
631;-0.35;0.35;1.0
632;-0.35;0.4;0.95
633;-0.35;0.45;0.9
634;-0.35;0.5;0.85
635;-0.35;0.55;0.8
636;-0.35;0.6;0.75
637;-0.35;0.65;0.7
638;-0.35;0.7;0.65
639;-0.35;0.75;0.6
640;-0.35;0.8;0.55
641;-0.35;0.85;0.5
642;-0.35;0.9;0.45
643;-0.35;0.95;0.4
644;-0.35;1.0;0.35
645;-0.35;1.05;0.3
646;-0.35;1.1;0.25
647;-0.35;1.15;0.2
648;-0.35;1.2;0.15
649;-0.35;1.25;0.1
650;-0.35;1.3;0.05
651;-0.35;1.35;0.0
652;-0.35;1.4;-0.05
653;-0.35;1.45;-0.1
654;-0.35;1.5;-0.15
655;-0.35;1.55;-0.2
656;-0.35;1.6;-0.25
657;-0.35;1.65;-0.3
658;-0.35;1.7;-0.35
659;-0.35;1.75;-0.4
660;-0.35;1.8;-0.45
661;-0.35;1.85;-0.5
662;-0.35;1.9;-0.55
663;-0.35;1.95;-0.6
664;-0.35;2.0;-0.65
665;-0.29999999999999993;-0.7;2.0
666;-0.29999999999999993;-0.65;1.95
667;-0.29999999999999993;-0.6;1.9
