;0;1
0;-1.0;2.0
1;-0.9;1.9
2;-0.8;1.8
3;-0.7;1.7
4;-0.6;1.6
5;-0.5;1.5
6;-0.4;1.4
7;-0.3;1.3
8;-0.2;1.2
9;-0.1;1.1
10;0.0;1.0
11;0.1;0.9
12;0.2;0.8
13;0.3;0.7
14;0.4;0.6
15;0.5;0.5
16;0.6;0.4
17;0.7;0.3
18;0.8;0.2
19;0.9;0.1
20;1.0;0.0
21;1.1;-0.1
22;1.2;-0.2
23;1.3;-0.3
24;1.4;-0.4
25;1.5;-0.5
26;1.6;-0.6
27;1.7;-0.7
28;1.8;-0.8
29;1.9;-0.9
30;2.0;-1.0
