;0;1;2
0;0.0;0.0;1.0
1;0.0;0.1;0.9
2;0.0;0.2;0.8
3;0.0;0.3;0.7
4;0.0;0.4;0.6
5;0.0;0.5;0.5
6;0.0;0.6;0.4
7;0.0;0.7;0.3
8;0.0;0.8;0.2
9;0.0;0.9;0.1
10;0.0;1.0;0.0
11;0.1;0.0;0.9
12;0.1;0.1;0.8
13;0.1;0.2;0.7
14;0.1;0.3;0.6
15;0.1;0.4;0.5
16;0.1;0.5;0.4
17;0.1;0.6;0.3
18;0.1;0.7;0.2
19;0.1;0.8;0.1
20;0.1;0.9;0.0
21;0.2;0.0;0.8
22;0.2;0.1;0.7
23;0.2;0.2;0.6
24;0.2;0.3;0.5
25;0.2;0.4;0.4
26;0.2;0.5;0.3
27;0.2;0.6;0.2
28;0.2;0.7;0.1
29;0.2;0.8;0.0
30;0.30000000000000004;0.0;0.7
31;0.30000000000000004;0.1;0.6
32;0.30000000000000004;0.2;0.5
33;0.30000000000000004;0.3;0.4
34;0.30000000000000004;0.4;0.3
35;0.30000000000000004;0.5;0.2
36;0.30000000000000004;0.6;0.1
37;0.30000000000000004;0.7;-0.0
38;0.4;0.0;0.6
39;0.4;0.1;0.5
40;0.4;0.2;0.4
41;0.4;0.3;0.3
42;0.4;0.4;0.2
43;0.4;0.5;0.1
44;0.4;0.6;-0.0
45;0.5;0.0;0.5
46;0.5;0.1;0.4
47;0.5;0.2;0.3
48;0.5;0.3;0.2
49;0.5;0.4;0.1
50;0.5;0.5;0.0
51;0.6000000000000001;0.0;0.4
52;0.6000000000000001;0.1;0.3
53;0.6000000000000001;0.2;0.2
54;0.6000000000000001;0.3;0.1
55;0.6000000000000001;0.4;-0.0
56;0.7000000000000001;0.0;0.3
57;0.7000000000000001;0.1;0.2
58;0.7000000000000001;0.2;0.1
59;0.7000000000000001;0.3;-0.0
60;0.8;0.0;0.2
61;0.8;0.1;0.1
62;0.8;0.2;-0.0
63;0.9;0.0;0.1
64;0.9;0.1;-0.0
65;1.0;0.0;0.0
