;0;1;2;3
0;0.0;0.0;0.0;1.0
1;0.0;0.0;0.2;0.8
2;0.0;0.0;0.4;0.6
3;0.0;0.0;0.6;0.4
4;0.0;0.0;0.8;0.2
5;0.0;0.0;1.0;0.0
6;0.0;0.2;0.0;0.8
7;0.0;0.2;0.2;0.6
8;0.0;0.2;0.4;0.4
9;0.0;0.2;0.6;0.2
10;0.0;0.2;0.8;0.0
11;0.0;0.4;0.0;0.6
12;0.0;0.4;0.2;0.4
13;0.0;0.4;0.4;0.2
14;0.0;0.4;0.6;-0.0
15;0.0;0.6000000000000001;0.0;0.4
16;0.0;0.6000000000000001;0.2;0.2
17;0.0;0.6000000000000001;0.4;-0.0
18;0.0;0.8;0.0;0.2
19;0.0;0.8;0.2;-0.0
20;0.0;1.0;0.0;0.0
21;0.2;0.0;0.0;0.8
22;0.2;0.0;0.2;0.6
23;0.2;0.0;0.4;0.4
24;0.2;0.0;0.6;0.2
25;0.2;0.0;0.8;0.0
26;0.2;0.2;0.0;0.6
27;0.2;0.2;0.2;0.4
28;0.2;0.2;0.4;0.2
29;0.2;0.2;0.6;-0.0
30;0.2;0.4;0.0;0.4
31;0.2;0.4;0.2;0.2
32;0.2;0.4;0.4;-0.0
33;0.2;0.6000000000000001;0.0;0.2
34;0.2;0.6000000000000001;0.2;-0.0
35;0.2;0.8;0.0;0.0
36;0.4;0.0;0.0;0.6
37;0.4;0.0;0.2;0.4
38;0.4;0.0;0.4;0.2
39;0.4;0.0;0.6;-0.0
40;0.4;0.2;0.0;0.4
41;0.4;0.2;0.2;0.2
42;0.4;0.2;0.4;-0.0
43;0.4;0.4;0.0;0.2
44;0.4;0.4;0.2;-0.0
45;0.4;0.6000000000000001;0.0;0.0
46;0.6000000000000001;0.0;0.0;0.4
47;0.6000000000000001;0.0;0.2;0.2
48;0.6000000000000001;0.0;0.4;-0.0
49;0.6000000000000001;0.2;0.0;0.2
50;0.6000000000000001;0.2;0.2;-0.0
51;0.6000000000000001;0.4;0.0;0.0
52;0.8;0.0;0.0;0.2
53;0.8;0.0;0.2;-0.0
54;0.8;0.2;0.0;0.0
55;1.0;0.0;0.0;0.0
