Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,206.429993,206.979996,204.220001,205.699997,204.598694,20023000
2019-09-04,208.389999,209.479996,207.320007,209.190002,208.070038,19188100
2019-09-05,212.000000,213.970001,211.509995,213.279999,212.138123,23913700
2019-09-06,214.050003,214.419998,212.509995,213.259995,212.118225,19362300
2019-09-09,214.839996,216.440002,211.070007,214.169998,213.023361,27309400
2019-09-10,213.860001,216.779999,211.710007,216.699997,215.539810,31777900
2019-09-11,218.070007,223.710007,217.729996,223.589996,222.392929,44289600
2019-09-12,224.800003,226.419998,222.860001,223.089996,221.895599,32226700
2019-09-13,220.000000,220.789993,217.020004,218.750000,217.578842,39763300
2019-09-16,217.729996,220.130005,217.559998,219.899994,218.722687,21158100
2019-09-17,219.960007,220.820007,219.119995,220.699997,219.518402,18318700
2019-09-18,221.059998,222.850006,219.440002,222.770004,221.577332,25340000
2019-09-19,222.009995,223.759995,220.369995,220.960007,219.777023,22060600
2019-09-20,221.380005,222.559998,217.470001,217.729996,216.564285,55413100
2019-09-23,218.949997,219.839996,217.649994,218.720001,217.548996,19165500
2019-09-24,221.029999,222.490005,217.190002,217.679993,216.514557,31190800
2019-09-25,218.550003,221.500000,217.139999,221.029999,219.846634,21903400
2019-09-26,220.000000,220.940002,218.830002,219.889999,218.712738,18833500
2019-09-27,220.539993,220.960007,217.279999,218.820007,217.648483,25352000
2019-09-30,220.899994,224.580002,220.789993,223.970001,222.770889,25977400
2019-10-01,225.070007,228.220001,224.199997,224.589996,223.387573,34805800
2019-10-02,223.059998,223.580002,217.929993,218.960007,217.787720,34612300
2019-10-03,218.429993,220.960007,215.130005,220.820007,219.637756,28606500
2019-10-04,225.639999,227.490005,223.889999,227.009995,225.794617,34619700
2019-10-07,226.270004,229.929993,225.839996,227.059998,225.844345,30576500
2019-10-08,225.820007,228.059998,224.330002,224.399994,223.198593,27955000
2019-10-09,227.029999,227.789993,225.639999,227.029999,225.814514,18692600
2019-10-10,227.929993,230.440002,227.300003,230.089996,228.858124,28253400
2019-10-11,232.949997,237.639999,232.309998,236.210007,234.945358,41698900
2019-10-14,234.899994,238.130005,234.669998,235.869995,234.607178,24106900
2019-10-15,236.389999,237.649994,234.880005,235.320007,234.060135,21840000
2019-10-16,233.369995,235.240005,233.199997,234.369995,233.115204,18475800
2019-10-17,235.089996,236.149994,233.520004,235.279999,234.020340,16896300
2019-10-18,234.589996,237.580002,234.289993,236.410004,235.144302,24358400
2019-10-21,237.520004,240.990005,237.320007,240.509995,239.222336,21811800
2019-10-22,241.160004,242.199997,239.619995,239.960007,238.675293,20573400
2019-10-23,242.100006,243.240005,241.220001,243.179993,241.878036,18957200
2019-10-24,244.509995,244.800003,241.809998,243.580002,242.275894,17318800
2019-10-25,243.160004,246.729996,242.880005,246.580002,245.259842,18369300
2019-10-28,247.419998,249.250000,246.720001,249.050003,247.716614,24143200
2019-10-29,248.970001,249.750000,242.570007,243.289993,241.987442,35709900
2019-10-30,244.759995,245.300003,241.210007,243.259995,241.957611,31130500
2019-10-31,247.240005,249.169998,237.259995,248.759995,247.428162,34790500
2019-11-01,249.539993,255.929993,249.160004,255.820007,254.450378,37781300
2019-11-04,257.329987,257.850006,255.380005,257.500000,256.121368,25818000
2019-11-05,257.049988,258.190002,256.320007,257.130005,255.753372,19974400
2019-11-06,256.769989,257.489990,255.369995,257.239990,255.862762,18966100
2019-11-07,258.739990,260.350006,258.109985,259.429993,258.815735,23735100
2019-11-08,258.690002,260.440002,256.850006,260.140015,259.524078,17496600
2019-11-11,258.299988,262.470001,258.279999,262.200012,261.579193,20455300
2019-11-12,261.549988,262.790009,260.920013,261.959991,261.339752,21847200
2019-11-13,261.130005,264.779999,261.070007,264.470001,263.843811,25683600
2019-11-14,263.750000,264.880005,262.100006,262.640015,262.018158,22295700
2019-11-15,263.679993,265.779999,263.010010,265.760010,265.130768,25051600
2019-11-18,265.799988,267.429993,264.230011,267.100006,266.467590,21675800
2019-11-19,267.899994,268.000000,265.390015,266.290009,265.659515,19041800
2019-11-20,265.540009,266.079987,260.399994,263.190002,262.566864,26558600
2019-11-21,263.690002,264.010010,261.179993,262.010010,261.389648,30348800
2019-11-22,262.589996,263.179993,260.839996,261.779999,261.160187,16331300
2019-11-25,262.709991,266.440002,262.519989,266.369995,265.739319,21005100
2019-11-26,266.940002,267.160004,262.500000,264.290009,263.664246,26301900
2019-11-27,265.579987,267.980011,265.309998,267.839996,267.205841,16308900
2019-11-29,266.600006,268.000000,265.899994,267.250000,266.617249,11654400
