Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,10.340000,10.678572,10.321428,10.678572,9.269435,201808600
2006-01-04,10.732857,10.854285,10.642858,10.710000,9.296719,154900900
2006-01-05,10.690000,10.700000,10.535714,10.625714,9.223555,112355600
2006-01-06,10.750000,10.957143,10.650000,10.900000,9.461646,176114400
2006-01-09,10.961429,11.028571,10.820000,10.864285,9.430640,168760200
2006-01-10,10.892858,11.698571,10.832857,11.551429,10.027112,569967300
2006-01-11,11.977143,12.114285,11.798572,11.985714,10.404090,373448600
2006-01-12,12.138572,12.342857,11.945714,12.041429,10.452452,320202400
2006-01-13,12.141429,12.287143,12.085714,12.227143,10.613660,194076400
2006-01-17,12.242857,12.340000,11.981428,12.101429,10.504535,208905900
2006-01-18,11.868571,12.007143,11.692857,11.784286,10.229240,300159300
2006-01-19,11.607142,11.665714,11.248571,11.291429,9.801419,423962000
2006-01-20,11.325714,11.434286,10.832857,10.870000,9.435602,283689700
2006-01-23,10.871428,11.365714,10.857142,11.095715,9.631534,264932500
2006-01-24,11.251429,11.345715,10.824286,10.862857,9.429404,285563600
2006-01-25,11.055715,11.071428,10.464286,10.600000,9.201232,318946600
2006-01-26,10.647142,10.775714,10.275714,10.332857,8.969343,295346800
2006-01-27,10.421429,10.514286,10.157143,10.290000,8.932141,238466200
2006-01-30,10.167143,10.942857,10.124286,10.714286,9.300441,349600300
2006-01-31,10.785714,10.905714,10.535714,10.787143,9.363682,228385500
2006-02-01,10.707143,10.922857,10.662857,10.774285,9.352520,130296600
2006-02-02,10.728572,10.765715,10.292857,10.300000,8.940820,176830500
2006-02-03,10.320000,10.398571,10.148571,10.264286,8.909818,173030900
2006-02-06,10.288571,10.358571,9.534286,9.614285,8.345592,412941900
2006-02-07,9.752857,9.925714,9.525714,9.657143,8.382792,347207700
2006-02-08,9.784286,9.868571,9.428572,9.830000,8.532843,238278600
2006-02-09,9.871428,9.890000,9.218572,9.278571,8.054180,287441000
2006-02-10,9.311429,9.667143,8.985714,9.615714,8.346832,440119400
2006-02-13,9.518572,9.535714,9.234285,9.244286,8.024416,220874500
2006-02-14,9.300000,9.728572,9.285714,9.662857,8.387756,290234700
2006-02-15,9.594286,9.945714,9.535714,9.888572,8.583683,289942800
2006-02-16,9.987143,10.144286,9.925714,10.081429,8.751089,237043800
2006-02-17,10.042857,10.127143,9.944285,10.041429,8.716369,143999800
