Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,7906.439941,7940.370117,7847.319824,7874.160156,7874.160156,1936210000
2019-09-04,7949.810059,7981.410156,7928.939941,7976.879883,7976.879883,1891300000
2019-09-05,8061.290039,8134.419922,8061.290039,8116.830078,8116.830078,2096300000
2019-09-06,8125.580078,8134.390137,8098.520020,8103.069824,8103.069824,1876380000
2019-09-09,8130.910156,8131.660156,8052.339844,8087.439941,8087.439941,2172240000
2019-09-10,8049.979980,8086.529785,8001.680176,8084.160156,8084.160156,2362860000
2019-09-11,8091.680176,8169.680176,8081.560059,8169.680176,8169.680176,2310440000
2019-09-12,8206.580078,8243.799805,8176.729980,8194.469727,8194.469727,2159260000
2019-09-13,8190.569824,8210.200195,8165.470215,8176.709961,8176.709961,1976770000
2019-09-16,8121.640137,8165.330078,8121.250000,8153.540039,8153.540039,1869220000
2019-09-17,8148.649902,8188.229980,8139.819824,8186.020020,8186.020020,1850340000
2019-09-18,8174.620117,8179.870117,8086.220215,8177.390137,8177.390137,2034880000
2019-09-19,8193.589844,8237.429688,8174.319824,8182.879883,8182.879883,1792700000
2019-09-20,8184.879883,8202.820313,8086.160156,8117.669922,8117.669922,3359380000
2019-09-23,8106.490234,8135.810059,8085.339844,8112.459961,8112.459961,1780160000
2019-09-24,8147.229980,8158.830078,7969.649902,7993.629883,7993.629883,2302600000
2019-09-25,7990.660156,8095.000000,7935.569824,8077.379883,8077.379883,2015270000
2019-09-26,8070.120117,8072.109863,7991.020020,8030.660156,8030.660156,1832800000
2019-09-27,8047.109863,8051.830078,7890.279785,7939.629883,7939.629883,2037720000
2019-09-30,7964.089844,8012.160156,7949.629883,7999.339844,7999.339844,1805820000
2019-10-01,8026.830078,8062.500000,7906.290039,7908.680176,7908.680176,2243650000
2019-10-02,7851.129883,7852.700195,7744.959961,7785.250000,7785.250000,2495160000
2019-10-03,7787.020020,7872.259766,7700.000000,7872.259766,7872.259766,2141490000
2019-10-04,7908.439941,7986.620117,7899.390137,7982.470215,7982.470215,1736890000
2019-10-07,7956.410156,8013.310059,7942.080078,7956.290039,7956.290039,1739450000
2019-10-08,7898.270020,7921.879883,7823.729980,7823.779785,7823.779785,1933580000
2019-10-09,7895.959961,7930.919922,7873.520020,7903.740234,7903.740234,1553900000
2019-10-10,7904.560059,7982.839844,7899.810059,7950.779785,7950.779785,1778740000
2019-10-11,8047.339844,8115.799805,8046.799805,8057.040039,8057.040039,2176080000
2019-10-14,8044.350098,8069.850098,8036.410156,8048.649902,8048.649902,1419730000
2019-10-15,8074.850098,8166.180176,8071.810059,8148.709961,8148.709961,1836650000
2019-10-16,8119.810059,8146.149902,8103.379883,8124.180176,8124.180176,1886720000
2019-10-17,8176.910156,8183.640137,8131.250000,8156.850098,8156.850098,1861570000
2019-10-18,8149.850098,8157.359863,8045.370117,8089.540039,8089.540039,2012930000
2019-10-21,8137.419922,8164.140137,8117.259766,8162.990234,8162.990234,1752860000
2019-10-22,8188.120117,8194.620117,8101.979980,8104.299805,8104.299805,1847200000
2019-10-23,8090.240234,8122.879883,8078.350098,8119.790039,8119.790039,1805030000
2019-10-24,8180.040039,8187.839844,8137.660156,8185.799805,8185.799805,1882490000
2019-10-25,8150.589844,8249.969727,8150.589844,8243.120117,8243.120117,1894740000
2019-10-28,8285.769531,8335.559570,8285.269531,8325.990234,8325.990234,1956280000
2019-10-29,8313.349609,8319.290039,8275.139648,8276.849609,8276.849609,1834530000
2019-10-30,8284.280273,8315.500000,8241.700195,8303.980469,8303.980469,1928420000
2019-10-31,8314.379883,8321.799805,8248.809570,8292.360352,8292.360352,2258270000
2019-11-01,8335.049805,8386.750000,8326.559570,8386.400391,8386.400391,2057310000
2019-11-04,8445.500000,8451.370117,8421.299805,8433.200195,8433.200195,2149910000
2019-11-05,8446.620117,8457.389648,8421.049805,8434.679688,8434.679688,2316710000
2019-11-06,8426.570313,8426.570313,8379.330078,8410.629883,8410.629883,2332650000
2019-11-07,8455.110352,8483.160156,8415.870117,8434.519531,8434.519531,2393950000
2019-11-08,8422.669922,8475.570313,8405.889648,8475.309570,8475.309570,1974190000
2019-11-11,8431.259766,8467.290039,8425.480469,8464.280273,8464.280273,1715470000
2019-11-12,8471.070313,8514.839844,8462.990234,8486.089844,8486.089844,1987820000
2019-11-13,8455.019531,8496.900391,8451.339844,8482.099609,8482.099609,2173320000
2019-11-14,8461.059570,8485.360352,8441.580078,8479.019531,8479.019531,2106550000
2019-11-15,8524.480469,8540.830078,8506.799805,8540.830078,8540.830078,2188210000
2019-11-18,8529.160156,8559.780273,8503.620117,8549.940430,8549.940430,2047240000
2019-11-19,8578.019531,8589.759766,8536.730469,8570.660156,8570.660156,2075000000
2019-11-20,8543.570313,8578.269531,8468.629883,8526.730469,8526.730469,2596030000
2019-11-21,8527.870117,8530.730469,8487.290039,8506.209961,8506.209961,2056230000
2019-11-22,8530.540039,8535.459961,8477.490234,8519.879883,8519.879883,1877090000
2019-11-25,8559.650391,8633.150391,8559.650391,8632.490234,8632.490234,2256070000
2019-11-26,8635.400391,8659.730469,8625.620117,8647.929688,8647.929688,2434570000
2019-11-27,8669.589844,8705.910156,8662.580078,8705.179688,8705.179688,1744580000
2019-11-29,8682.009766,8697.320313,8664.040039,8665.469727,8665.469727,1099090000
