Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,136.610001,137.199997,135.699997,136.039993,135.209351,18869300
2019-09-04,137.300003,137.690002,136.479996,137.630005,136.789658,17995900
2019-09-05,139.110001,140.380005,138.759995,140.050003,139.194870,26101800
2019-09-06,140.029999,140.179993,138.199997,139.100006,138.250671,20824500
2019-09-09,139.589996,139.750000,136.460007,137.520004,136.680328,25773900
2019-09-10,136.800003,136.889999,134.509995,136.080002,135.249115,28903400
2019-09-11,135.910004,136.270004,135.089996,136.119995,135.288849,24726100
2019-09-12,137.850006,138.419998,136.869995,137.520004,136.680328,27010000
2019-09-13,137.779999,138.059998,136.570007,137.320007,136.481537,23363100
2019-09-16,135.830002,136.699997,135.660004,136.330002,135.497589,16731400
2019-09-17,136.960007,137.520004,136.429993,137.389999,136.551117,17814200
2019-09-18,137.360001,138.669998,136.529999,138.520004,137.674210,23982100
2019-09-19,140.300003,142.369995,140.070007,141.070007,140.208649,35772100
2019-09-20,141.009995,141.649994,138.250000,139.440002,138.588593,39167300
2019-09-23,139.229996,139.630005,138.440002,139.139999,138.290421,17139300
2019-09-24,140.360001,140.690002,136.880005,137.380005,136.541183,29773200
2019-09-25,137.500000,139.960007,136.029999,139.360001,138.509079,21382000
2019-09-26,139.440002,140.179993,138.440002,139.539993,138.687973,17456600
2019-09-27,140.149994,140.360001,136.649994,137.729996,136.889023,22477700
2019-09-30,138.050003,139.220001,137.779999,139.029999,138.181091,17280900
2019-10-01,139.660004,140.250000,137.000000,137.070007,136.233078,21466600
2019-10-02,136.250000,136.369995,133.580002,134.649994,133.827835,30521700
2019-10-03,134.949997,136.750000,133.220001,136.279999,135.447891,24132900
2019-10-04,136.750000,138.250000,136.419998,138.119995,137.276642,22897700
2019-10-07,137.139999,138.179993,137.020004,137.119995,136.282761,15303700
2019-10-08,137.080002,137.759995,135.619995,135.669998,134.841614,25550500
2019-10-09,137.460007,138.699997,136.970001,138.240005,137.395920,19749900
2019-10-10,138.490005,139.669998,138.250000,139.100006,138.250671,17654600
2019-10-11,140.119995,141.029999,139.500000,139.679993,138.827118,25446000
2019-10-14,139.690002,140.289993,139.520004,139.550003,138.697922,13304300
2019-10-15,140.059998,141.789993,139.809998,141.570007,140.705597,19695700
2019-10-16,140.789993,140.990005,139.529999,140.410004,139.552673,20751600
2019-10-17,140.949997,141.419998,139.020004,139.690002,138.837067,21460600
2019-10-18,139.759995,140.000000,136.559998,137.410004,136.570984,32273500
2019-10-21,138.449997,138.500000,137.009995,138.429993,137.584747,20078200
2019-10-22,138.970001,140.009995,136.259995,136.369995,135.537338,27431000
2019-10-23,136.880005,137.449997,135.610001,137.240005,136.402039,29844600
2019-10-24,139.389999,140.419998,138.669998,139.940002,139.085556,37029300
2019-10-25,139.339996,141.139999,139.199997,140.729996,139.870712,25959700
2019-10-28,144.399994,145.669998,143.509995,144.190002,143.309601,35280100
2019-10-29,144.080002,144.500000,142.649994,142.830002,141.957901,20589500
2019-10-30,143.520004,145.000000,142.789993,144.610001,143.727036,18496600
2019-10-31,144.899994,144.929993,142.990005,143.369995,142.494583,24605100
2019-11-01,144.259995,144.419998,142.970001,143.720001,142.842468,33128400
2019-11-04,144.830002,145.000000,144.160004,144.550003,143.667404,16912000
2019-11-05,144.970001,145.020004,143.910004,144.460007,143.577957,18250200
2019-11-06,144.369995,144.520004,143.199997,144.059998,143.180374,16575800
2019-11-07,143.839996,144.880005,143.770004,144.259995,143.379150,17786700
2019-11-08,143.979996,145.990005,143.759995,145.960007,145.068787,16732700
2019-11-11,145.339996,146.419998,144.729996,146.110001,145.217865,14362600
2019-11-12,146.279999,147.570007,146.059998,147.070007,146.172012,18641600
2019-11-13,146.740005,147.460007,146.279999,147.309998,146.410538,16919200
2019-11-14,147.020004,148.410004,147.000000,148.059998,147.155960,19729800
2019-11-15,148.929993,149.990005,148.270004,149.970001,149.054306,23485700
2019-11-18,150.070007,150.550003,148.979996,150.339996,149.422043,21534000
2019-11-19,150.880005,151.330002,150.199997,150.389999,149.471725,23935700
2019-11-20,150.309998,150.839996,148.460007,149.619995,149.212433,25696800
2019-11-21,149.399994,149.800003,148.500000,149.479996,149.072815,18576100
2019-11-22,150.070007,150.300003,148.820007,149.589996,149.182526,15901800
2019-11-25,150.000000,151.350006,149.919998,151.229996,150.818054,22420900
2019-11-26,151.360001,152.419998,151.320007,152.029999,151.615875,24620100
2019-11-27,152.330002,152.500000,151.520004,152.320007,151.905090,15184400
2019-11-29,152.100006,152.300003,151.279999,151.380005,150.967651,11977300
